"city","state","name","email","phone","img_url","city_site_url","population"
"Hattiesburg","MS","Toby Barker","mayor@hattiesburgms.com","601-545-4501","https://secure.usmayors.org/mayorphotos/Barker_Toby!53560.jpg","http://www.hattiesburgms.com","45951"
"Tupelo","MS","Jason L. Shelton","jason.shelton@tupeloms.gov","662-841-6513","https://secure.usmayors.org/mayorphotos/Shelton_Jason!1182.jpg","http://www.tupeloms.gov","38206"
"Olive Branch","MS","Scott Phillips","sphillips@obms.us","662-892-9201","https://secure.usmayors.org/mayorphotos/Phillips_Scott!3424.JPG","http://www.obms.us","38149"
"Meridian","MS","Percy L. Bland III","percybland@meridianms.org","601-485-1927","https://secure.usmayors.org/mayorphotos/Bland_Percy!730.jpg","http://www.meridianms.org","37325"
"Greenville","MS","Errick D. Simmons","edsimmons@greenvillems.org","662-378-1501","https://secure.usmayors.org/mayorphotos/Simmons_Errick!463.JPG","http://greenvillems.org","29898"
"Clarksdale","MS","Henry Espy","mayor@clarksdale.com","601-621-8100","https://secure.usmayors.org/mayorphotos/Espy_Henry!1617.jpg","https://www.cityofclarksdale.org","20645"
"Natchez","MS","Darryl V. Grennell","mayor@natchez.ms.us","601-445-7555","https://secure.usmayors.org/mayorphotos/Grennell_Darryl!53072.jpg","http://cityofnatchez.net","15792"
"Yazoo City","MS","Diane Delaware","yazoocitymayor@yazoocityms.us","668-746-1401","https://secure.usmayors.org/mayorphotos/Delaware_Diane!3105.JPG","","14550"
"Billings","MT","Bill Cole","coleb@billingsmt.gov","406-294-5700","https://secure.usmayors.org/mayorphotos/Cole_Bill!54023.jpg","http://ci.billings.mt.us","109550"
"Missoula","MT","John Engen","jengen@ci.missoula.mt.us","406-552-6001","https://secure.usmayors.org/mayorphotos/Engen_John!757.jpg","http://www.ci.missoula.mt.us","74428"
"Great Falls","MT","Bob Kelly","bkelly@greatfallsmt.net","406-455-8451","https://secure.usmayors.org/mayorphotos/Kelly_Bob!54024.jpg","http://www.greatfallsmt.net","58701"
"Bozeman","MT","Cynthia Andrus","candrus@bozeman.net","406-600-7140","https://secure.usmayors.org/mayorphotos/Andrus_Cyntha!54070.jpg","http://www.bozeman.net","48532"
"Butte","MT","Dave Palmer","dpalmer@bsb.mt.gov","406-497-6214","https://secure.usmayors.org/mayorphotos/Palmer_Dave!53230.jpg","http://www.bsb.mt.gov","34200"
"Helena","MT","James 'Jim' E. Smith","jsmith@ci.helena.mt.us","406-447-8000","https://secure.usmayors.org/mayorphotos/Smith_James!499.jpg","https://www.helenamt.gov","32315"
"Charlotte","NC","Vi Alexander Lyles","vlyles@charlottenc.gov","704-336-3131","https://secure.usmayors.org/mayorphotos/Lyles_Vi!53970.jpg","http://www.ci.charlotte.nc.us","872498"
"Raleigh","NC","Mary-Ann Baldwin","mary-ann.baldwin@raleighnc.gov","919-996-3050","https://secure.usmayors.org/mayorphotos/Baldwin_Mary-Ann!54804.jpg","http://www.raleighnc.gov","469298"
"Greensboro","NC","Nancy Vaughan","nancy.vaughan@greensboro-nc.gov","336-373-2396","https://secure.usmayors.org/mayorphotos/Vaughan_Nancy!462.JPG","http://www.greensboro-nc.gov","294722"
"Durham","NC","Steve Schewel","steve.schewel@durhamnc.gov","919-560-4396","https://secure.usmayors.org/mayorphotos/Schewel_Steve!53971.jpg","http://www.durhamnc.gov","274291"
"Winston-Salem","NC","James Allen Joines","allenj@cityofws.org","336-727-2058","https://secure.usmayors.org/mayorphotos/Joines_Allen!1290.jpg","http://www.cityofws.org","246328"
"Fayetteville","NC","Mitch Colvin","mitch.colvin@ci.fay.nc.us","910-670-5186","https://secure.usmayors.org/mayorphotos/Colvin_Mitch!54027.jpg","http://www.cityoffayetteville.org","209468"
"Cary","NC","Harold Weinbrecht Jr.","harold.weinbrecht@townofcary.org","919-469-4011","https://secure.usmayors.org/mayorphotos/Weinbrecht_Harold!186.jpg","http://www.townofcary.org","168160"
"Wilmington","NC","Bill Saffo","bill.saffo@wilmingtonnc.gov","910-341-7815","https://secure.usmayors.org/mayorphotos/Saffo_Bill!1286.jpg","http://www.ci.wilmington.nc.us","122607"
"High Point","NC","Jay W. Wagner","jay.wagner@highpointnc.gov","336-883-3305","https://secure.usmayors.org/mayorphotos/Wagner_Jay!54028.jpg","http://www.highpointnc.gov","112316"
"Concord","NC","William 'Bill' C. Dusch","duschb@concordnc.gov","704-920-5215","https://secure.usmayors.org/mayorphotos/Dusch_William!54025.jpg","http://www.ci.concord.nc.us","94130"
"Greenville","NC","P.J. Connelly","pjconnelly@greenvillenc.gov","252-329-4422","https://secure.usmayors.org/mayorphotos/Connelly_PJ!54035.jpg","http://www.greenvillenc.gov","93137"
"Asheville","NC","Esther E. Manheimer","esthermanheimer@avlcouncil.com","828-259-5600","https://secure.usmayors.org/mayorphotos/Manheimer_Esther!47.jpg","http://www.ashevillenc.gov","92452"
"Gastonia","NC","Walker E. Reid III","mayorreid@cityofgastonia.com","704-866-6720","https://secure.usmayors.org/mayorphotos/Reid_Walker!54029.jpg","http://www.cityofgastonia.com","77024"
"Jacksonville","NC","Sammy Phillips","mayor@ci.jacksonville.nc.us","910-938-5200","https://secure.usmayors.org/mayorphotos/Phillips_Sammy!561.jpg","http://www.ci.jacksonville.nc.us","72896"
"Chapel Hill","NC","Pam Hemminger","mayor@townofchapelhill.org","919-968-2714","https://secure.usmayors.org/mayorphotos/Hemminger_Pam!197.jpg","http://www.townofchapelhill.org","60988"
"Huntersville","NC","John Aneralla","janeralla@huntersville.org","704-895-0586","https://secure.usmayors.org/mayorphotos/Aneralla_John!3322.jpg","http://www.huntersville.org","57098"
"Rocky Mount","NC","C. 'Sandy' Saunders Roberson Jr.","sandy.roberson@rockymountnc.gov","252-972-1130","https://secure.usmayors.org/mayorphotos/Roberson_Sandy!54810.jpg","http://www.rockymountnc.gov","54242"
"Apex","NC","Jacques Gilbert","jacques.gilbert@apexnc.org","919-249-3304","https://secure.usmayors.org/mayorphotos/Gilbert_Jacques!54853.jpg","http://www.apexnc.org","53852"
"Burlington","NC","Ian Baltutis","ibaltutis@ci.burlington.nc.us","336-222-5020","https://secure.usmayors.org/mayorphotos/Baltutis_Ian!53125.jpg","http://www.burlingtonnc.gov","53748"
"Kannapolis","NC","M Darrell Hinnant","dhinnant@cityofkannapolis.com","704-920-4300","https://secure.usmayors.org/mayorphotos/Hinnant_M!2108.jpg","http://www.kannapolisnc.gov","49761"
"Wilson","NC","C Bruce Rose","brose@wilsonnc.org","252-399-2310","https://secure.usmayors.org/mayorphotos/Rose_C_Bruce!1287.JPG","http://www.wilsonnc.org","49329"
"Wake Forest","NC","Vivian Jones","mayor@wakeforestnc.gov","919-435-9431","https://secure.usmayors.org/mayorphotos/Jones_Vivian!3462.JPG","http://wakeforestnc.gov","44046"
"Hickory","NC","Hank Guess","hguess@hickorync.gov","828-323-7400","https://secure.usmayors.org/mayorphotos/Guess_Hank!54036.jpg","http://www.hickorync.gov","40925"
"Indian Trail","NC","Michael Alvarez","mayor@council.indiantrail.org","704-821-8114","https://secure.usmayors.org/mayorphotos/Alvarez_Michael!3390.JPG","http://indiantrail.org","39619"
"Mooresville","NC","Miles Atkins","matkins@mooresvillenc.gov","704-799-4210","https://secure.usmayors.org/mayorphotos/Atkins_Miles!2372.jpg","http://www.ci.mooresville.nc.us","38431"
"Monroe","NC","Bobby G. Kilgore","bkilgore@monroenc.org","704-282-4528","https://secure.usmayors.org/mayorphotos/Kilgore_Bobby!2364.jpg","http://www.monroenc.org","35311"
"Goldsboro","NC","Chuck Allen","lgetz@goldsboronc.gov","919-580-4330","https://secure.usmayors.org/mayorphotos/Allen_Chuck!449.JPG","http://www.ci.goldsboro.nc.us","34234"
"Salisbury","NC","Karen K. Alexander","karen.alexander@salisburync.gov","704-638-5231","https://secure.usmayors.org/mayorphotos/Alexander_Karen!54797.jpg","http://www.salisburync.gov","33834"
"New Bern","NC","Dana E. Outlaw","dana@danaoutlaw.com","252-639-2702","https://secure.usmayors.org/mayorphotos/Outlaw_Dana!3549.jpg","http://www.newbern-nc.org","30113"
"Sanford","NC","T Chet Mann","sanfordmayor@yahoo.com","919-777-1110","https://secure.usmayors.org/mayorphotos/Mann_T!2724.jpg","http://www.sanfordnc.net","29917"
"Carrboro","NC","Lydia Lavelle","llavelle@townofcarrboro.org","919-918-7310","https://secure.usmayors.org/mayorphotos/Lavelle_Lydia!1582.jpg","http://www.ci.carrboro.nc.us","21314"
"Kinston","NC","Dontario 'Don' Hardy","mayor.hardy@ci.kinston.nc.us","252-939-3114","https://secure.usmayors.org/mayorphotos/Hardy_Dontario!54040.jpg","http://www.ci.kinston.nc.us","20083"
"Knightdale","NC","","","","","","13291"
"North Wilkesboro","NC","Robert L. Johnson","robljohnson43@yahoo.com","336-667-0115","https://secure.usmayors.org/mayorphotos/Johnson_Robert!3602.jpg","http://www.north-wilkesboro.com","4225"
"Fargo","ND","Tim Mahoney","tmahoney@cityoffargo.com","701-241-1310","https://secure.usmayors.org/mayorphotos/Mahoney_Tim!382.jpg","http://www.cityoffargo.com","124844"
"Bismarck","ND","Steve Bakken","sbakken@bismarcknd.gov","701-355-1300","https://secure.usmayors.org/mayorphotos/Bakken_Steve!54379.jpg","http://www.bismarck.org","73112"
"Grand Forks","ND","Michael R. Brown M.D.","mbrown@grandforksgov.com","701-746-2607","https://secure.usmayors.org/mayorphotos/Brown_Michael!451.jpg","http://www.grandforksgov.com","56948"
"Minot","ND","Shaun Sipma","mayor@minotnd.org","701-721-6839","https://secure.usmayors.org/mayorphotos/Sipma_Shaun!54380.jpg","http://www.minotnd.org","47370"
"Omaha","NE","Jean Stothert","mayor.stothert@cityofomaha.org","402-444-5000","https://secure.usmayors.org/mayorphotos/Stothert_Jean!865.jpg","https://www.cityofomaha.org","468262"
"Lincoln","NE","Leirion Gaylor Baird","mayor@lincoln.ne.gov","402-441-7511","https://secure.usmayors.org/mayorphotos/Baird_Gaylor!54732.jpg","http://lincoln.ne.gov","287401"
"Bellevue","NE","Rusty Hike","rusty.hike@bellevue.net","402-293-3020","https://secure.usmayors.org/mayorphotos/Hike_Rusty!54540.jpg","http://www.bellevue.net","53627"
"Grand Island","NE","Roger Steele","mayorsteele@grand-island.com","308-385-5444","https://secure.usmayors.org/mayorphotos/Steele_Roger!54541.jpg","http://www.grand-island.com","51478"
"Kearney","NE","Stan Clouse","mayor@kearneygov.org","308-238-5210","https://secure.usmayors.org/mayorphotos/Clouse_Stan!3550.jpg","http://www.cityofkearney.org","33761"
"Manchester","NH","Joyce Craig","jcraig@manchesternh.gov","603-624-6500","https://secure.usmayors.org/mayorphotos/Craig_Joyce!54026.jpg","http://www.manchesternh.gov","112525"
"Nashua","NH","Jim Donchess","nashuamayor@nashuanh.gov","603-589-3260","https://secure.usmayors.org/mayorphotos/Donchess_Jim!793.jpg","http://www.ci.nashua.nh.us","89246"
"Concord","NH","Jim Bouley","cityclerk@concordnh.gov","603-753-4533","https://secure.usmayors.org/mayorphotos/Bouley_Jim!245.jpg","http://www.ci.concord.nh.us","43412"
"Derry","NH","Neil Wetherbee","neilwetherbee@derrynh.org","603-548-3935","https://secure.usmayors.org/mayorphotos/Wetherbee_Neil!54690.jpg","http://www.derry.nh.us","33109"
"Dover","NH","Robert Carrier","r.carrier@dover.nh.gov","603-516-6000","https://secure.usmayors.org/mayorphotos/Carrier_Robert!54858.jpg","http://www.ci.dover.nh.us","31771"
"Rochester","NH","Caroline McCarley","","603-335-7500","https://secure.usmayors.org/mayorphotos/0034N00002lFuem.jpg","https://www.rochesternh.net","31366"
"Newark","NJ","Ras J. Baraka","","973-733-6400","https://secure.usmayors.org/mayorphotos/Baraka_Ras!811.jpg","http://www.ci.newark.nj.us","282090"
"Jersey City","NJ","Steven M. Fulop","fulops@jcnj.org","201-547-5200","https://secure.usmayors.org/mayorphotos/Fulop_Steven!565.jpg","http://www.cityofjerseycity.com","265549"
"Paterson","NJ","Andre Sayegh","mayorsayegh@patersonnj.gov","973-321-1600","https://secure.usmayors.org/mayorphotos/Sayegh_Andre!54376.jpg","http://www.patersonnj.gov","145627"
"Elizabeth","NJ","J. Christian Bollwage","webmaster@elizabethnj.org","908-820-4170","https://secure.usmayors.org/mayorphotos/Bollwage_J_Christian!343.jpg","http://www.elizabethnj.org","128885"
"Lakewood","NJ","Raymond G. Coles","rcoles@lakewoodtwpnj.org","732-364-2500","https://secure.usmayors.org/mayorphotos/Coles_Raymond!53342.jpg","http://twp.lakewood.nj.us","104157"
"Edison Township","NJ","Thomas Lankey","mayorlankey@edisonnj.org","732-248-7298","https://secure.usmayors.org/mayorphotos/Lankey_Thomas!332.jpg","http://www.edisonnj.org","100693"
"Woodbridge Township","NJ","John E. McCormac","wbmayor@twp.woodbridge.nj.us","732-634-4500","https://secure.usmayors.org/mayorphotos/McCormac_John!1293.JPG","http://www.twp.woodbridge.nj.us","100450"
"Toms River","NJ","Maurice 'Mo' B. Hill Jr.","mhill@tomsrivertownship.com","732-341-1000","https://secure.usmayors.org/mayorphotos/Hill_Maurice!54868.jpg","http://www.townshipofdover.com","93717"
"Hamilton Township","NJ","Jeff Martin","jmartin@hamiltonnj.com","609-890-3507","https://secure.usmayors.org/mayorphotos/Martin_Jeff!54793.jpg","http://hamiltonnj.com","87552"
"Clifton","NJ","James Anzaldi","janzaldi@cliftonnj.org","973-470-5757","https://secure.usmayors.org/mayorphotos/Anzaldi_James!227.jpg","http://www.cliftononline.com","85273"
"Trenton","NJ","W. Reed Gusciora Esq.","mayorsoffice@trentonnj.org","609-989-3030","https://secure.usmayors.org/mayorphotos/Gusciora_Reed!54377.jpg","http://www.trentonnj.org","83974"
"Brick Township","NJ","John G. Ducey","mayor@twp.brick.nj.us","732-262-1050","https://secure.usmayors.org/mayorphotos/Ducey_John!137.jpg","http://www.twp.brick.nj.us","75667"
"Camden","NJ","Francisco 'Frank' Moran","mayor@ci.camden.nj.us","856-757-7200","https://secure.usmayors.org/mayorphotos/Moran_Francisco!54050.jpg","http://www.ci.camden.nj.us","73973"
"Cherry Hill Township","NJ","Susan Shin Angulo","mayor@chtownship.com","856-488-7878","https://secure.usmayors.org/mayorphotos/Angulo_Susan!54867.jpg","http://www.cherryhill-nj.com","71009"
"Passaic","NJ","Hector Lora","mayor@cityofpassaicnj.gov","973-365-5500","https://secure.usmayors.org/mayorphotos/Lora_Hector!53506.jpg","http://www.cityofpassaic.com","69948"
"Union City","NJ","Brian P. Stack","senstack@njleg.org","201-348-5757","https://secure.usmayors.org/mayorphotos/Stack_Brian!1188.JPG","http://www.ucnj.com","68520"
"Old Bridge Township","NJ","Owen Henry","mayor@oldbridge.com","732-607-7901","https://secure.usmayors.org/mayorphotos/Henry_Owen!862.JPG","http://www.oldbridge.com","65898"
"Franklin Township","NJ","Phillip 'Phil' Kramer","mayor.kramer@franklinnj.gov","732-675-7912","https://secure.usmayors.org/mayorphotos/Kramer_Phillip!414.jpg","http://www.franklintwpnj.org","65834"
"Middletown Township","NJ","Anthony S. Perry","mayor@middletownnj.org","732-615-2015","https://secure.usmayors.org/mayorphotos/Perry_Anthony!54633.jpg","http://www.middletownnj.org","65490"
"Bayonne","NJ","James 'Jimmy' M. Davis","mayors.office@baynj.org","201-858-6010","https://secure.usmayors.org/mayorphotos/Davis_James!75.jpg","http://www.bayonnenj.org","65083"
"East Orange","NJ","Theodore R. Green","mayor@eastorange-nj.gov","973-266-5151","https://secure.usmayors.org/mayorphotos/Green_Theodore!54051.jpg","http://www.eastorange-nj.gov","64457"
"Gloucester Township","NJ","David R. Mayer","mayor@glotwp.com","856-228-4000","https://secure.usmayors.org/mayorphotos/Mayer_David!447.jpg","http://www.glotwp.com","63884"
"North Bergen","NJ","Nicholas J. Sacco","","201-392-2005","https://secure.usmayors.org/mayorphotos/Sacco_Nicholas!825.jpg","http://www.northbergen.org","61627"
"Vineland","NJ","Anthony Fanucci","mayor@vinelandcity.org","856-794-4011","https://secure.usmayors.org/mayorphotos/Fanucci_Anthony!53316.jpg","http://www.vinelandcity.org","59966"
"Union Township","NJ","Michele S. Delisfort","mdelisfort@uniontownship.com","908-851-8500","https://secure.usmayors.org/mayorphotos/Delisfort_Michele!54635.jpg","http://www.uniontownship.com","58757"
"Jackson Township","NJ","Michael Reina","mikereina@jacksontwpnj.net","732-928-1200,-ext.-1211","https://secure.usmayors.org/mayorphotos/Reina_Michael!2080.JPG","http://www.jacksontwpnj.net","57218"
"Piscataway","NJ","Brian C. Wahler","bwahler@piscatawaynj.org","732-562-2301","https://secure.usmayors.org/mayorphotos/Wahler_Brian!921.jpg","http://www.piscatawaynj.org","56923"
"New Brunswick","NJ","James Cahill","jsmith@cityofnewbrunswick.org","732-745-5004","https://secure.usmayors.org/mayorphotos/Cahill_James!803.JPG","http://thecityofnewbrunswick.org","56100"
"Irvington Township","NJ","Tony Vauss","mayortvauss@gmail.com","973-399-6639","https://secure.usmayors.org/mayorphotos/Vauss_Anthony!550.jpg","http://www.irvington.net","54233"
"Wayne Township","NJ","Christopher P. Vergano","mayor@waynetownship.com","973-694-1800","https://secure.usmayors.org/mayorphotos/Vergano_Christopher!1237.jpg","http://www.waynetownship.com","53657"
"Hoboken","NJ","Ravinder S. Bhalla","rbhalla@hobokennj.gov","917-485-1126","https://secure.usmayors.org/mayorphotos/Bhalla_Ravi!54052.jpg","http://www.hobokennj.org","53455"
"West New York","NJ","Gabriel Rodriguez","grodriguez@westnewyorknj.org","201-295-5227","https://secure.usmayors.org/mayorphotos/Rodriguez_Gabriel!54755.jpg","http://www.westnewyorknj.org","52990"
"Parsippany-Troy Hills","NJ","Michael Soriano","msoriano@parsippany.net","973-263-4262","https://secure.usmayors.org/mayorphotos/Soriano_Michael!54053.jpg","http://www.parsippany.net","52265"
"Howell Township","NJ","Theresa Berger","mayor-council@twp.howell.nj.us","732-938-4500","https://secure.usmayors.org/mayorphotos/Berger_Theresa!53253.jpg","http://www.twp.howell.nj.us","52114"
"Perth Amboy","NJ","Wilda Diaz","w.diaz@perthamboynj.org","732-826-7121","https://secure.usmayors.org/mayorphotos/Diaz_Wilda!908.jpg","http://www.ci.perthamboy.nj.us","51928"
"Plainfield","NJ","Adrian O. Mapp","adrian.mapp@plainfieldnj.gov","908-753-3310","https://secure.usmayors.org/mayorphotos/Mapp_Adrian!928.jpg","http://www.plainfieldnj.gov","50693"
"Bloomfield","NJ","Michael J. Venezia","michaeljosephvenezia@gmail.com","973-680-4080","https://secure.usmayors.org/mayorphotos/Venezia_Michael!114.JPG","http://www.bloomfieldtwpnj.com","50172"
"East Brunswick Township","NJ","Brad J. Cohen","bcohen@eastbrunswick.org","732-390-6810","https://secure.usmayors.org/mayorphotos/Cohen_Brad!53315.jpg","http://www.eastbrunswick.org","48010"
"West Orange Township","NJ","Robert Parisi","mayor@westorange.org","973-325-4100","https://secure.usmayors.org/mayorphotos/Parisi_Robert!1253.jpg","http://www.westorange.org","47720"
"Washington Township","NJ","Joann Gattinelli","mayorgattinelli@twp.washington.nj.us","856-589-0525","https://secure.usmayors.org/mayorphotos/Gattinelli_Joann!53317.jpg","http://www.twp.washington.nj.us","47517"
"South Brunswick Township","NJ","Charlie Carley","ccarley@sbtnj.net","732-329-4000-x7301","https://secure.usmayors.org/mayorphotos/Carley_Charlie!54545.jpg","http://twp.south-brunswick.nj.us","45942"
"Evesham Township","NJ","Jaclyn Veasy","mayor.veasy@evesham-nj.gov","856-983-2900","https://secure.usmayors.org/mayorphotos/Veasy_Jaclyn!54542.jpg","http://www.evesham-nj.org","45060"
"Monroe Township","NJ","Gerald W. Tamburro","gtamburro@monroetwp.com","732-521-4400","https://secure.usmayors.org/mayorphotos/Tamburro_Gerald!3415.JPG","http://monroetwp.com","44818"
"Bridgewater","NJ","Matthew Moench","mmoench@bridgewaternj.gov","908-725-6300-x5005","https://secure.usmayors.org/mayorphotos/Moench_Matthew!54866.jpg","http://bridgewaternj.gov","44646"
"Sayreville","NJ","Victoria Kilpatrick","mayor@sayreville.com","732-390-7007","https://secure.usmayors.org/mayorphotos/Kilpatrick_Victoria!54852.jpg","http://www.sayreville.com","44556"
"Hackensack","NJ","John P. Labrosse Jr.","jlabrosse@hackensack.org","201-646-3980","https://secure.usmayors.org/mayorphotos/Labrosse_John!474.JPG","http://www.hackensack.org","44522"
"Manchester Township","NJ","Kenneth Palmer","kpalmer@manchestertwp.com","732-657-8121","https://secure.usmayors.org/mayorphotos/Palmer_Kenneth!3403.JPG","http://manchestertwp.com","43416"
"Egg Harbor Township","NJ","Paul W. Hodson","administration@ehtgov.org","609-926-4027","https://secure.usmayors.org/mayorphotos/Hodson_Paul!54630.jpg","http://www.ehtgov.org","42578"
"Linden","NJ","Derek Armstead","darmstead@linden-nj.org","908-474-8493","https://secure.usmayors.org/mayorphotos/Armstead_Derek!646.JPG","http://www.linden-nj.org","42538"
"North Brunswick","NJ","Francis 'Mac' Womack III","mayorwomack@northbrunswicknj.gov","732-247-0922-x430","https://secure.usmayors.org/mayorphotos/Womack_Francis!2474.JPG","http://www.northbrunswicknj.gov","41848"
"Berkeley Township","NJ","Carmen F. Amato Jr.","mayor@twp.berkeley.nj.us","732-244-7400-x-203","https://secure.usmayors.org/mayorphotos/Amato_Carmen!3342.JPG","http://twp.berkeley.nj.us","41762"
"Kearny","NJ","Alberto G. Santos","mayor@kearnynj.org","201-955-7979","https://secure.usmayors.org/mayorphotos/Santos_Alberto!577.jpg","http://www.kearnynj.org","41422"
"Mount Laurel Township","NJ","Irwin Edelson","iedelson@mountlaurel.com","856-234-0001","https://secure.usmayors.org/mayorphotos/Edelson_Irwin!54965.jpg","http://www.mountlaurel.com","41196"
"Teaneck Township","NJ","Mohammed Hameeduddin","m.hameed@teanecknj.gov","201-837-1600","https://secure.usmayors.org/mayorphotos/Hameeduddin_Mohammed!53080.jpg","http://www.teanecknj.gov","40619"
"Marlboro Township","NJ","Jonathan Hornik","lfranco@marlboro-nj.gov","732-536-0200-x1200","https://secure.usmayors.org/mayorphotos/Hornik_Jonathan!3408.JPG","http://marlboro-nj.gov","39874"
"Hillsborough Township","NJ","Doug Tomson","mayor@hillsborough-nj.org","908-369-4313","https://secure.usmayors.org/mayorphotos/Tomson_Doug!54962.jpg","http://www.hillsborough-nj.org","39702"
"Manalapan","NJ","Jack McNaboe","mayor@mtnj.org","732-446-3200","https://secure.usmayors.org/mayorphotos/McNaboe_Jack!54964.jpg","http://mtnj.org","39596"
"Winslow Township","NJ","Barry M. Wright","mayorwright@winslowtownship.com","609-567-0700-EXT-2016","https://secure.usmayors.org/mayorphotos/Wright_Barry!3470.JPG","http://winslowtownship.com","38699"
"Montclair","NJ","Robert D. Jackson","rjackson@montclairnjusa.org","973-509-4928","https://secure.usmayors.org/mayorphotos/Jackson_Robert!766.jpg","http://www.montclairnjusa.org","38676"
"Fort Lee","NJ","Mark J. Sokolich","mayor@fortleenj.org","201-592-3500","https://secure.usmayors.org/mayorphotos/Sokolich_Mark!400.jpg","http://www.fortleenj.org","37921"
"Atlantic City","NJ","Frank M. Gilliam Jr.","fmgilliam@cityofatlanticcity.org","609-347-5400","https://secure.usmayors.org/mayorphotos/Gilliam_Frank!54049.jpg","http://www.cityofatlanticcity.org","37804"
"Belleville","NJ","Michael Melham","michael@melhamforbelleville.com","973-450-3345","https://secure.usmayors.org/mayorphotos/Melham_Michael!54374.jpg","http://www.bellevillenj.org","36602"
"Ewing Township","NJ","Bert Steinmann","bsteinmann@ewingnj.org","609-883-2900","https://secure.usmayors.org/mayorphotos/Steinmann_Bert!367.JPG","http://ewingnj.org","36421"
"Galloway Township","NJ","Jim Gorman","jgorman@gtnj.org","609-652-3700","https://secure.usmayors.org/mayorphotos/Gorman_Jim!54961.jpg","http://www.gtnj.org","35967"
"Pennsauken Township","NJ","Tim Killion","tkillion@twp.pennsauken.nj.us","856-665-1000","https://secure.usmayors.org/mayorphotos/Killion_Tim!54966.jpg","http://www.twp.pennsauken.nj.us","35703"
"Freehold Township","NJ","Lester A. Preston Jr.","lpreston@twp.freehold.nj.us","732-294-2001","https://secure.usmayors.org/mayorphotos/Preston_Lester!54960.jpg","http://www.twp.freehold.nj.us","34735"
"Fair Lawn Borough","NJ","Kurt Peluso","kpeluso@fairlawn.org","201-794-5344","https://secure.usmayors.org/mayorphotos/Peluso_Kurt!54959.jpg","http://www.fairlawn.org","33128"
"Lawrence Township","NJ","Jim Kownacki","jkownacki@lawrencetwp.com","609-844-7000","https://secure.usmayors.org/mayorphotos/Kownacki_Jim!54963.jpg","http://lawrencetwp.com","32668"
"Willingboro Township","NJ","Tiffani A. Worthy","tworthy@willingboronj.gov","609-877-2200","https://secure.usmayors.org/mayorphotos/Worthy_Tiffani!54967.jpg","http://www.willingboronj.gov","31887"
"Garfield","NJ","Richard Rigoglioso","rrigoglioso@garfieldnj.org","973-340-2000","https://secure.usmayors.org/mayorphotos/Rigoglioso_Richard!53298.jpg","http://www.garfieldnj.org","31866"
"Princeton","NJ","Liz Lempert","llempert@princetonnj.gov","609-924-5176","https://secure.usmayors.org/mayorphotos/Lempert_Liz!2621.jpg","http://www.princetonnj.gov","31386"
"Orange Township","NJ","Dwayne D. Warren","mayor@ci.orange.nj.us","973-266-4005","https://secure.usmayors.org/mayorphotos/Warren_Dwayne!869.jpg","http://www.ci.orange.nj.us","30658"
"Deptford Township","NJ","Paul Medany","mayor@deptford-nj.org","856-845-5300","https://secure.usmayors.org/mayorphotos/Medany_Paul!3371.JPG","http://deptford-nj.org","30430"
"Long Branch","NJ","John Pallone","johnpallone@longbranch.org","732-571-5645","https://secure.usmayors.org/mayorphotos/Pallone_John!54375.jpg","http://www.longbranch.org","30406"
"Westfield","NJ","Michelle W. Brindle","mayorbrindle@westfieldnj.gov","908-789-4046","https://secure.usmayors.org/mayorphotos/Brindle_Michelle!54054.jpg","http://www.westfieldnj.gov","29881"
"Rahway","NJ","Raymond A. Giacobbe","mayor@cityofrahway.com","732-827-2009","https://secure.usmayors.org/mayorphotos/Giacobbe_Raymond!2630.JPG","http://www.cityofrahway.com","29880"
"Livingston","NJ","Shawn R Klein","sklein@livingstonnj.org","","https://community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg","http://www.livingstonnj.org","27391"
"Maplewood","NJ","Victor De Luca","v.deluca@twp.maplewood.nj.us","","https://community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg","http://www.twp.maplewood.nj.us","24115"
"Pleasantville","NJ","Jesse L. Tweedle Sr","mayor@pleasantvillenj.us","609-484-3610","https://secure.usmayors.org/mayorphotos/Tweedle_Jesse!1323.jpg","http://www.pleasantville-nj.org","20376"
"Hawthorne","NJ","Richard S. Goldberg","","","https://community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg","http://www.hawthornenj.org","18941"
"South Orange Village","NJ","Sheena C. Collum","scollum@southorange.org","973-378-7715","https://secure.usmayors.org/mayorphotos/Collum_Sheena!2804.jpg","http://www.southorange.org","16964"
"Bound Brook","NJ","Robert Fazen","rfazen@boundbrook-nj.org","732-356-0833","https://secure.usmayors.org/mayorphotos/Fazen_Robert!53127.jpg","http://www.boundbrook-nj.org","10289"
"Fanwood","NJ","Colleen Mahr","mayor@fanwoodnj.org","908-322-8236","https://secure.usmayors.org/mayorphotos/Mahr_Colleen!3313.jpg","https://www.fanwoodnj.org","7143"
"Mountain Lakes","NJ","Peter Holmberg","pholmberg@mtnlakes.org","","https://community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg","http://mtnlakes.org","4332"
"Lambertville","NJ","Julia Fahl","mayorfahl@lambertvillenj.org","505-659-9969","https://secure.usmayors.org/mayorphotos/Fahl_Julia!54544.jpg","http://www.lambertvillenj.org","3744"
