name,county,state,phone,email,website,address,city,zip,img_url
Sheriff Steve Barry,Summit,OH,(330) 643-2111,dcarter@sheriff.summitoh.net,www.sheriff.summitoh.net,,,,https://doc-04-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/4lm20bq7j0f7gbfljrkjkipikg/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALqy6U3VBHjT46xfOlSPdY-Rmu8Dc6cKIddX_gmQns_WFi1-FSa1ZgILmnBbjKBA2-H5e0tHxu34oyy8kX20BUPxRTcM6drEfKS2kvqaVCvvpFP6X8rWd0YWlMI9QuylbeYr5ROq9Cqizn12A1-_62MS50khH4dxbcaQT_pk1BqB7HBHmudY3fwMkkXi9n7pbPTRXV9rKZY-iXjUZHgr9sM4zwa68KcDNLDnQGKIGbMDmuxxiBjR4Hdth8RJY-jhL9Xqs7x8gMsdNJfpGljhwiDYd7Gw2g?session\\u003d0\\u0026fife\
Sheriff Dallas Baldwin,Franklin,OH,(614) 525-3360,,www.sheriff.franklincountyohio.gov,373 South High St Floor 2B,Columbus,43215-4555,https://doc-10-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/gi011nst9jtfhevdcktqn1fn84/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrMxuCG22xGPO5FCtkPbo5ZUvKr6Yf1IwuJcUSzCxCdoCm32UsewjEMysfNhEdZ7AbSgaGJo6SO9F1ocGdBruycf4AF-DupJNokid5U795_fNOh-kbLK1w05VMljG6Fp7nVmBudMsDQcrWcGcJhIIUH32CsWwPz0_OPCWPEKdYz2oVxawwwDRv9ah43usbyK0_YCqKedIjI66ZvqaE3_5mRaUPONpH9aFsZijNByNqrXuBFXS3rUPpLdkYI80opAlAj10qz1GixRTC4hAxbrT80LWqXPw?session\\u003d0\\u0026fife\
Sheriff Rob Streck,Montgomery,OH,(937) 225-4192,rsvp@mcohiosheriff.org,www.mcso.org,,,,https://doc-04-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/s3018hqv0ls4he0edlng893t6s/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALp6Qho4saWMoZygHDewrISEj6D1WFWN-FB7egoahuMiseImuROTAKKd4AgGaANQvAm2A_SPzyjTEgXhCMcpXtin3wayJr4CpoENUvLf2KsfMgpMPQ-5t9fTH_uBcNC5cfBKZciC5YdHrjHSroxM_4r11dFzhU8F0M2O4I28etU-H-VzyKxtJTeOejfxQGuYfi6aPkeVIIUaHYNOIRAZbwn20um-jD1NLxbjfvou83Zu2lNGebbfCSP7A1qOHV-3g_V0s0Y7SC4coi7V205VEBbFHDBC9w?session\\u003d0\\u0026fife\
Sheriff Vic Regalado,Tulsa,OK,(918) 596-5641,,www.tcso.org,,,,https://doc-0g-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/mu13e3i6or1fa711hn8am6qnto/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALr4sV4IQdl-Cqnc_ZHSgqLhA5rWDMv9xH3hKhg1QgXQW7P4DDL8kEchHDDJs_N-gHych_dul34gMlGEFon3ku1qIHyVmVUdEwrcLWFGq3eVDF6Rv1lzzk9YaqaA_C_oL23txaetUDgBhtLCJ6O4rdVEIKIVnyAXRpsD0quvUUpDiG6kSjVVu66sVaEKbfltUviFFrH1FIvJ2NN31byASH3KuTm-4pluJzES4aZCeC0esrA-gFx9B46nzI_NiX0kT0GPHLl59cYSF2th6JmO9BnJzQAFCA?session\\u003d0\\u0026fife\
Undersheriff P.D. Taylor,Oklahoma,OK,(405) 869-2511,,www.oklahomacounty.org/sheriff,,,,https://doc-0o-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/hh9k7j4lb27bi1540208t8kpdg/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALpgpAGrM1p2YkoJeTd1eWmARF6kSBMfymn0htlURYYfMn5v6wwE1g8fMbKSQdEzr7KR8G55Yy4AjDmd2jvBgyQRl5dnpZmSd7kzj5gkemXq7QweGt7_WA6o2TpaSgKCEFLq9M0zGVMxPWXKTImMiL6XTBOIVQvUfTHbTWAKxinJm_FX9MsX8M2E0pBLoQA0nIkSbESKm_ngiGP9xkw0k5tj4sItO5cFOqG6NGEtJ-rbNp5NHnOxvLfhXYYmkSoUPCAfZZeM5xBBNU8PdtO1ApluywIfhg?session\\u003d0\\u0026fife\
Sheriff Michael Reese,Multnomah,OR,(503) 988-4300,sheriff@mcso.us,www.mcso.us,,,,https://doc-0s-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/5jla6ut9b0ruc65mraamkrhc3o/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrnsontp4F96CUxwyhthDkTKOwWdEYfmczlRi-nKnUG2tN_Ouo3sMIoPLDSNlWMOGLEql2UsJpHviV0jgdYbkMlcVq9HvLmUUO3SLbvfMyJ31uzm5cxp2wB40PfllgRT4HqbHHX2CJBWRv1xXq0hdwTWQ38oyZtcSG6L_sI29DlZmkZMyOCqbWpc9OaE9hUpj8qaN_d3J_9_NaekIP2P5-b5mRVu3gBUsKEQmxdwBT4jxrZEhIDsQ9oqQxtJjgsbAyWj3gpjDs7TP7b7UMVavUo2zTH-g?session\\u003d0\\u0026fife\
Sheriff William Mullen,Allegheny,PA,(412) 350-4711,wmullen@court.allegheny.pa.us,www.sheriffalleghenycounty.com,"436 Grant Street, Room 111",Pittsburgh,15219-2400,https://doc-10-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/4da32dsihb391bmjtci5k9a1ns/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALqeUWIO52hsfenuaVAiz28TR5h6UQJ-dk4RdSfsXyfWtstS7QX-R2Jnno_Fh2-4syAe3uF_z1AxuD4t2n58-Ah5JpFnLDLOZ7_KRVsFyPNCkzHE-UkmMSDErCJMPEIpEHfxW2N7EAfHtuCAJoxVcJmETXJU_RCvXgzl1Io2bMQ_gbJN4gZ0CgbryuG5GOWQxwYSmtILCnvXHY24h8aq_EaUAd6Lg37U8w3FBQWXo9QcHsiGDbkBsDS57NEiTDRGXJsRJw8hr3GmB8224OAwImTrqLuAsA?session\\u003d0\\u0026fife\
Sheriff J. Al Cannon,Charleston,SC,(843) 202-1700,,www.ccso.charlestoncounty.org,,,,https://doc-0g-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/ls8n80fo0mv6d69brqv7bdkf04/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALogbYcO7JXnYx7tg9-0dMZiM4va3VREVSrmX2bdlRuqZ07Adiz6Z7ySnETLHn7Y5ybBNWRApbK9b70UFuRrx2KfEbwn6usHzDAIlNavgJb99B4x4ZJPtWrgM08FWf2LIQS8wxejQyqh7aDMbZmdpyVXTXLT_ZBeeb44uJoy_bzmAsrCi-rG7uWm51PGmavYs-IEZ2AQH8VWgdWagGLoSc36DYM9qoyTJzW4ahIKsfaEd5GK85a5_pXxuccCaTcXs9s5MSQAokNZ-mVGhsLkBLbHd7SMEg?session\\u003d0\\u0026fife\
Sheriff Leon Lott,Richland,SC,(803) 576-3000,Sheriff@rcsd.net,www.rcsd.net,,,,https://doc-0g-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/hiqlkc0rluqj94d87md4b8b9tc/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALoaY4ycqnf4OKSTqsDaEYb1SyRZBRUCjmF01qBQv4oOvyXAXth_0q14KeyR6lo25dmaRqHDMq84RCRXciADbw20QBvMt6lQGUd-cYJzGpmhnN0o-0dlsTtWBUoTmwSjJcnDUJpehCRxAKWL7pQBwpuUWJAocHE9eS_xIKiH52AgQFF8O05nP8i6mi-9hUeOUybBh8WzzdDPEeVEOdpPqccGPzoo38WdP6vGeVj324M9QRHm1ugXRiQEN4oslLN2sLT43a6oE-xVBFggAbQDprzRejjRHg?session\\u003d0\\u0026fife\
"Sheriff Floyd Bonner, Jr.",Shelby,TN,(901) 222-5500,public-info@shelby-sheriff.org,www.shelby-sheriff.org,"201 Poplar Ave, Fl 9",Memphis,38103-1945,https://doc-04-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/q9gtodsre8srkus2ireu6b8k54/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrZMgUdCnIL0U32_r24Gti1Y9pUwQVJ6u3MM92ihlaxnt2HSrI3AZ3MtYxJWupi_Y2ZXBXASsvH5UuSwdtSPmLLBKyUYnIqbTlRKKsjLm1VPgsxaEDzw6daZIoMy1vKTW4bVRICc09WZ9aqE6U2ELGGS9FPOefWVp5GRG_AGJQvdzi2azftwnlpr5n6QntMsxfsLLVNksBWLvXkBVYDi9PmNZgAJJh1O25ilm-LCZGz75U6rEem3qd8XkeDAbYmEE-zFg80Qemmz-Jy7ldZ14mvkClxBw?session\\u003d0\\u0026fife\
Sheriff Daron Hall,Davidson,TN,(615) 862-8166,,www.sheriff.nashville.gov,PO Box 196383,Nashville,37219-6383,https://doc-0s-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/11hpohj4rfs3kosiebdgaock4s/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALqkbmpR5SMI1VTkH6FN_3MARsTtFalR_Ytppoq2UwNUu_LK6WaTDGxyrogqeI2ceDAt7cU1hAAOj9Z8eCXoSKobhE4f2rdDjPCqLBdDfBWq84bSM8AGhnmeiAU4iLxWu4j5DQJJHsj08WfEw5v9AHhaOdgWpVd_vzjU2RCZ9SdoVaSSqRoXFcK5CIJ1JvLF9Zvy4HLM4xykN19qL6PHsFGkH_A4BjFv7A5TiZlv58ZOdvOmRaFgVH4MQy3LB2C_mBBmKZ3ewp_u56wSXDd1qkGpoTfysg?session\\u003d0\\u0026fife\
Sheriff Rosie Rivera,Salt Lake,UT,(358) 468-9900,,www.slsheriff.org,,,,https://doc-0k-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/s7cmtbvse4ui5oeebn3jbku1kc/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrOJmw4CzZyANt-YB4qyCkXYkIft6Eq3hOusLQsmo2q18i_dnLJZmymTIUhXhLKfwPfQ_V7Va1U-G6jEo0CC69pW9iy2UeA4aDvfz6KCBsE8mV2JB2LRoGI4mbHckCZJvSyVcm16NmG32KIYIWC_UO-MPVt3hst8cWg7KXJHF-MevUj1ZnTT6nw2ggISjUVRUicrfeq8St8m6KglMHC3pFrBJvmsnfkUf7ilV0bEzTzjTV-ep5fSDm0CoZ8lP1Ytm9nDfm7il7dlAw3lz10SixVBULCHw?session\\u003d0\\u0026fife\
Sherrif Mike Chapmen,Loudoun,VA,(703) 777-0407,mike.chapmen@loudoun.gov,www.sheriff.loudoun.gov,PO Box 7200,Leesburg,20177,https://doc-10-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/53tkb5h15rh7t2ibvhrf6slqf4/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrwCJrLZB1yjKY7PooZmzaTudPoDXP57S48Si0RSZR86dspWgBOIxDU92pfjirW_hSOQhbLV3s7URvII8Q6OwO40bJ_JcWNGu2HZ--mGtGVRSQuw2q4BuFS8vKrYwlJqOzsoTYtVZEZt_5DT3VbjdPnroTaEXbmPeQYxde80jp4IZcbYfQlh4ISMGEO6Wp5h-DlcoWL2XKg5hYTdQzyyZIq0zEVboCA78bW4Gz_FdrvWFNiIGgdyq2byWI58vKITQUuzpXKPqesRzc9QtJuldaiwaCW0w?session\\u003d0\\u0026fife\
Sheriff Stacey Kincaid,Fairfax,VA,(703) 246-3260,sheriff@fairfaxcounty.gov,www.fairfaxcounty.gov/sheriff,,,,https://doc-08-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/mvjf7c32n66scai2n89a16c7to/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALpaEk5tPCjNa5hP-q5V7HfdY95v7bt995Abm_FjZNGzao3DYCAP4A6nSbcM2PQ6wKi2_y_Ry1gzkV6PXG3x0ZW4h-DRsda3i3RilEK4imZiCIoSyP3IMMl8AP0x4vYescpD41NlD-8oPoUHlY-F5XuJZtEufgzXHciTveLqsA_bwjaedwjRN1PTBd9XgKlLLsm3bhSS8lxFa7pIE3hHtEHVFNUeC1yFRXARAc3v6XgvBLqEc3PTgPksiroh_21rOIQwenjBWeGb5w36cn8h8WBs6yGWsQ?session\\u003d0\\u0026fife\
Sheriff Paul Pastor,Pierce,WA,(253) 798-7258,PCSheriff@co.pierce.wa.us,IMG_URL: https://www.co.pierce.wa.us,,,,https://www.co.pierce.wa.us/ImageRepository/Document?documentID=65243
Sheriff Mitzi Johanknecht,King,WA,(206) 296-4155,sheriff@kingcounty.gov,www.kingcounty.gov/sheriff,,,,https://doc-0s-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/fit2ueamc7391h4ps60hm1fti0/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALoutVUicOjoQtmM2YhoDX-vTOkvgJiTE7tqetpQEmEbBCganoILBuGuuBpFUOXMsRejuGuTn4XL3fShmDqMfoan9c5y-_BgFnXqgLU87wzc6dnOLQvE4ZhI74EPuVfPh3N2XxyXNTB5ie8NmHbWLt2rkGye2pN4U71qQi2N42tazj2MrxRYX5yQTTAnngWUC5Yv0TmCtc4R6Q9Eiw4-ndEnbeKCfOw4LHVjaZcnU9Zk3lLCEXRVeRJqc8_hKNirb08m2YZ5LhHPwwRB0LqMSaJRw5xLzw?session\\u003d0\\u0026fife\
Sheriff Earnell Lucas,Milwaukee,WI,(414) 278-4766,Sheriff@Milwaukeecountywi.gov,www.mkesheriff.org,,,,https://doc-04-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/4dpkfq9shobp2gbq5pmor6fis8/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALoQiydjUfgoPnFM27TtgqBcpBR7CfqCzTEQ_M7sicm7B2D6fVsA_kEbf_z6h_b8MamibtjGyRDJp-WJ4vGSb9lGKDEMGSwvW_PJ5ZQfpVU5XXC1W7Mtnmu--sh0itjqZUfTWVuazm732BuwIXfwSO6MhimdMFzWVOdVoQPBMUAf0B3H-LxrAb75oc-R4oJx4-QMF_dkrNccNi-MgIlVKQzd6Kj-QsvTP9Yyc1jw91uJNedKJJs3tDx3bIzKCMLcmnv78xowHwDXPW-EuFRduTptEB9qLA?session\\u003d0\\u0026fife\
Sheriff David Mahoney,Dane,WI,(608) 284-6170,,www.danesheriff.com,,,,https://doc-14-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/h9rknf7fcsgfjf3pd28rdes9mo/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALofjNQCZLWupcwD7FS3p2NI9ZOfL8zLZHSvCw0wSr0z1FntrLp5M9zPLi_cAhu27RsTeendvI6_ZC09jpoxiwwehtQ5f1yGIteiUjCiBrmNBN4x-woyXb0F7Jv5H7lfs74Og1TgbmdqJZFIWZNkzDj7YCHGp14Ux-9WJiYMo0MI4Kco-TX1Uh7iOx-7B_ZQkTp6bfczW7wEDAOj004DaCSmDoYkq8h8seB6HnXrfuxkFGu-QX_PvxboAFlajGSNpKWr2fAFP1LzJ80RshV104nilHn8QA?session\\u003d0\\u0026fife\
Sheriff Richard Wiles,El Paso,TX,(915) 546-2285,sheriffpublic@epcounty.com,www.epcso.org,PO Box 125,El Paso,79938,https://doc-0s-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/hd3gaukv0aotrurf5484di5krk/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALqKmkVXXynGZ7T96oY0MUIWEWtzqfxhRoj1uvrW2LlEKgY1g1TXgGHBUYwx2ncgTrjUsKcFETCg3kuEbQ6TDBOcgTWHrHcht07z3L3ymRpgx_1Bm5lMj4en1nJPQlM4wrJv0MWmwRIgr0n2GaHK71rc52P2wzRGSjd2SSbne74hLPs3Sde0UKufolbpUyoGmxXw3BJSoLBjxT7pR-GVzvLrcDBGxjwhnkLKUcmFfMM7C4fQ7-3V-pLeagVn0DuXunVn3PAPlrt955frbICqF8fJl44xgQ?session\\u003d0\\u0026fife\
Sheriff Bill Waybourn,Tarrant,TX,(817) 884-3099,,www.access.tarrantcounty.com/en/sheriff.html,,,,https://doc-10-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/6bvjqrlckeogpcmkfis7grj37g/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALq10I8FumHePef_QL7DmjGaWEkBrV7BIRugOS-8a1BMQSZa-uJ6ZeW3V9lqWfaeLXEotIWF7JIibcy1tffvy9v8hAd9c8EOMC3GSuF1fFVCGMSLWQ_uo6R744_kiebKLmA91RvzW3C0hBhVTlrw9VlkZX7_CjmkU546JRQeJ5XTt0UwR658nf_G--CrBCRWYEUUS4mMa8Y9V8bPyV_pWh1XdxsHxDGs4wPRCEUUzyWxIZNRJn03fkf7UH8GnhUjqCSot3Yr1Vq-MUMs-DTIAdwWwR75Zw?session\\u003d0\\u0026fife\
Sherrif Marian Brown,Dallas,TX,(214) 653-3450,marian.brown@dallascounty.org,www.dallascounty.org/department/sheriff/sheriff_index.php,133 N Riverfront Blvd LB-31,Dallas,75207-4317,https://doc-08-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/pr8p8njfv2mm8r70kjfnjheba4/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALqI1idLJLP1lff8ikqqDkeyULjm4PsMFm2O41vuO_z0DKRvgaiyyNaGVxquDqiNQgAAAhU7DBjvodswQqQwDt9m1Mgxr6GbZdlSgxQATbdTjxQdNJ9whqAdMexe71eyPSZnO1_zTHh7bf2vQMF_9LugsrZ4UbQRtACM1SBs9eE5ZFy8z92CUUFJ8xYzl_f_HfmAFZzU6DbQ4gFTf95UQwTeAIaerOX5GP6geRaWLvS5VAcfecKm0y7cLllR2gMYV7QeQKcmnOx-WW4bM6oOzPQf_44FLw?session\\u003d0\\u0026fife\
Sheriff Robert Chody,Williamson,TX,(512) 943-1300,,https://www.wilco.org/sheriffs,,,,https://doc-08-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/thkme4b7h8v7j6vi9sfku4arbo/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALpI8pRIUYORatBNEp4mXohsYXoIhv8xdYPj_gWsCDOZZl8ZOHnRSwEEP-IL4ZYNWT3Cr_bHeJOYOoyU4sRUe-Os156LvesYQoY86EQSkxKkDwTejc-tEpH8e0BoSixWF3BHK8Rhjqpyj2CqOwrun4_jzyiJXQvGzX1ZBtZw__0dtj5d-NZjinFSa0qzP6bumLD7UVqm1Ckt94Qak5DNyfYLnK6aJKoEuHNjfnFnmTLMU-ewkzaUJKz7N5xJwgwoIPAq05Ad_nI1uLj7Vi80-QUrWXujqQ?session\\u003d0\\u0026fife\
Sheriff Javier Salazar,Bexar,TX,(210) 335-6133,sheriffsalazar@bexar.org,www.bexar.org/sheriff,,,,https://doc-14-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/pgsc07udpndcg4mqpdu3nckd30/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALpRVp-3iCejTd88YRh1zihK-dpdjclUYnD05zcFRRhvvLNlu2kgR9bN8jG6pP3a-t9ZUnEGuHMUd9820i0J3fGv8wikHA0UodRjcfQ8UXSLIJDcEMhcEBQeZU_xGCcvhl9Q0IyWDzFimiXRsRbdmNaSml68KXwMCX_wu9Ixu3xp8vokp7Kom8Evpr9YDMmUWPJYDCyFgiScGyaSnpeLmEaaKJm5H6mPAJ30FvfIl66LKmAPcGvK330OCQjntru-eLrHd7dSEOlWxBqyEqkMPla4TFFqow?session\\u003d0\\u0026fife\
Sheriff Ed Gonzalez,Harris,TX,(713) 755-6044,ed.gonzalez@sheriff.hctx.net,www.harriscountyso.org,,,,https://doc-0o-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/64gg76e2gu7dj5datdp60tjiuc/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrfoPKzE6lW-O8MbvrjRwG2UOsmDLYjgERvajC0PXWPX-2kekNwbswwM2hjAlD3XMb8OfT-taRMmg6gydu8NMmdehBlqOTsvD2q7gR0HKuqltUKrjkf857uOcqpZ0jLrpXiDr7-J5Tl_wl1JryhIJ7pkhFNQrnMdnkfwZ2Q32tvQobthUMvIpZt7QL-NsKfp_XxPo3Er2qzYzpRV2qHodkHmiItCkKyeCAbczdT71JAvCrpNLfal6p3_fM0RB6zuPVsKewmZzREf4_EyqPbvlUhsyctyA?session\\u003d0\\u0026fife\
Sheriff Troy Nehls,Fort Bend,TX,(281) 341-4700,,www.fortbendcountytx.gov,,,,https://doc-14-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/q6tmo1n0sm1ugib6f45uos9jes/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALp5fsz4uINcy-A4rJBZog0ip9xvhJfSvMcJotz3BnZuU1y9CXyPigY-RESL1ANPZBIwf6kHirL4PUC1knzIfp5OHwyGhBlKMQ3NycZlCcajrggxH4P0vtQMQpvP8vSvX35V0VGp5k9TGwnYauWKMJW7FGNu_NXKxKu-cReHPMVZos-J4DEwRPzgNY5BD1Z3m2G8F5Bl_I0DmSoDIaHmy-2xx-EzVdBUgCZ7MNtcYl6bt9K6JBc84FuhYFlKUq-Z4zPYVKCBFOwSaqjy8tDDWxkatgWGvA?session\\u003d0\\u0026fife\
Sheriff Patrick Withrow,San Joaquin,CA,(209) 468-4319,,www.sjgov.org,,,,https://doc-0o-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/u4ijptff63hfmgjvul5avk46m0/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALpqJGCuqT_RDBGysxnTakpUJ2t7S4XVCdiIh-QRjYOEVPvhJoMbLJS-n90DZH2rJRwoVAfl_GTG0UmRcqOx-ph7M93mVMrBXYlKlGy_bSIw9PhrxnTe6ppSKWIhloR7uSBtl-k6lojlQNms-Itra3nBztX2PYIqCs4-b1RIrdtOx778AaSSsKfG-lkZ7jP4LIk3o7GhQ2Gt6cUHAsRFqzOdV_-oRPQlptlyT-fsdUbWogRuitTDUykXN_7Twn8E-86rShb0-yFDIQPs6takgbyFL1PZLA?session\\u003d0\\u0026fife\
Sheriff Bill Brown,Santa Barbara,CA,(805) 681-4290,,www.sbsheriff.org,,,,https://doc-0c-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/rj30o2s64f3pafg3ci8jf3pvts/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALr6jNI3p48j8bmAOi-7McgrOm0k2cHn8rN4fJrrP3cSjfNdj9kg9Mt46bnXyYumjslaZ8xbBuy6uS0W3pjDdDOuj2VzbHkDg5W2-aPfzaNfv0CBUsrZEC-qpUIEWZhhlRgwuCgKZ0JVem0jqAOzI3TacUrB-zmlRw1xgoCci0ylh-kl1rLnXJd2Cx1fyMOVVsdAhBi4Ds7je5oqTRSHn8ZDKpKKXB22nNBkl7vNEF6HjGrrYWu855XBaZCQ5C6uOVYhIKtU2v_UJty48LWqSEN9xDxXTQ?session\\u003d0\\u0026fife\
Patrick Garrett,Washington,OR,(503) 846-2505,,www.co.washington.or.us/sheriff/,,,,https://doc-0k-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/39mocqm1udc0uj7sje85e2829k/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALo-5HyVfmJ_vOB7F_R7Bc_9Rm_-euleFZTHmn9T0aIQVUITiGBGpthDI5nMAYpsvAMcReXHyhHpkGfLJrO5kwUnMqwj4bzS1wq9WWy-kOMsq6EsCP8sUBUzayyFluv135PaZ2rnzTwlMa4ViaYjQ0QZwqNM1ae8H6etnnKJGrCB8nueH5Z9H4QoYaozft2w_eLGllPGhyTIUk9WJhTbOjwsPy2VCoGUGBZNZoBmx-WDpK0pKVDuAnXQ2sexcVD3Pa3QOqErW8MjDUPj4uXkj5sFALlE6g?session\\u003d0\\u0026fife\
Sheriff Rand Henderson,Montgomery,TX,(936) 538-3457,rand.henderson@mctx.org,http://www.mctxsheriff.org/,,,,https://doc-0g-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/1edcb5oieksd0ot294m7tnfgog/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrFiTuidzvy_oQZrCEb6dzxAiLi-5X0Td7GpZrgLM3Z_sBCHx61l4j1blvK5d3F-i7tB4uLQvboZSfqZpfoyYbYB5xpDSdKVU7uS4bJkbMA1JYxGAm7Gi6pe8qvIHGg7yG7lOAAxwwDe2vr1cO2DflMfh1kV7-BZGfbjPpAiUr9qm-33cd-JwjIxRPlTmI4NweHM5oabsznQe_VyIOOstulbu_j4mlk71fuGtZ117-_3Op0dvb6vra_A1xcQXsAzpVuBl55VCi5FT04fu1xI_knXP5nkQ?session\\u003d0\\u0026fife\
Sheriff Johnny Mack Brown,Greenville,SC,(864) 467-5300,,www.gcso.org,,,,https://doc-0s-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/o4j00h4mtb33dc7kcddjn25e2c/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrCqzxT-fcxS-sjgFYkRLmFrURA58NnSLr2YeCYMe36Xz4FljNWhIkY_1bSmIto3vo6xHc0sgyT63i_PfekQ0cXuAVw-m7oO6zPQe-zXTnFKNqB31Ng_-h2439IaGiB2vezIQKtkBK_K9l3D77yYYuH1Nhah4vZU7r5RTcjCGJOqQPWKP1_pEv7AyaOaREwOC71rTu_iYj9QuKudZscVyftRHf1Nb4bebk5lR27-AFgBhIep7rdxmkDdpUPloGxjMLIJAQf3xWeamlUwWo4ZFS5rqj4nA?session\\u003d0\\u0026fife\
